rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
811,Od Mbarek,Béni Mellal,Béni Mellal-Khénifra,1,Oulad M'Barek,0.818,Oulad M'Barek,0.818,Béni Mellal,91.00931677018633,
812,Od Noual,Sidi Kacem,Rabat-Salé-Kénitra,1,Oulad Nouel,0.737,Oulad Nouel,0.737,Sidi Kacem,91.0248447204969,
813,Od Rahou Benaissa,Nador,Oriental,1,Beni Ansar,0.444,Sidi Ahmed Benaissa,0.722,Ouezzane,91.04037267080746,
814,Od Sghair,Settat,Casablanca-Settat,1,Oulad Sghir,0.8,Oulad Sghir,0.8,Settat,91.05590062111801,
815,Aolos,Taroudant,Souss-Massa,1,Aoulouz,0.667,Aoulouz,0.667,Taroudant,91.07142857142857,
816,Od Teima,Taroudant,Souss-Massa,1,Oulad Berhil,0.5,Ouled Teima,0.842,Inezgane-Aït Melloul,91.08695652173913,
817,Old Ayad,Béni Mellal,Béni Mellal-Khénifra,1,Ouled Yaïch,0.632,Oulad Ayad,0.889,Fquih Ben Salah,91.1024844720497,
818,Old Bader,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Moulay Abdelkader,0.538,Oulad Berhil,0.667,Taroudant,91.11801242236025,
819,Ouaadia,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Rouadi,0.769,Oualqadi,0.8,Taroudant,91.13354037267081,
820,Ouad Almakhazine,Kénitra,Rabat-Salé-Kénitra,1,Oulad Slama,0.593,Oued El Makhazine,0.848,Ouezzane,91.14906832298136,
821,Ouad elabid,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.556,Oulad Saïd,0.762,Settat,91.16459627329192,
822,Ouadelabid,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.588,Bouadel,0.706,Taounate,91.18012422360249,
823,Ouald Rahou,Guercif,Oriental,1,Houara Oulad Raho,0.714,Oulad Dahou,0.818,Inezgane-Aït Melloul,91.19565217391305,
824,Ouaouizert,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.588,Ouaouizaght,0.762,Béni Mellal,91.2111801242236,
825,"O, Daoud",Taounate,Fès-Meknès,1,Oulad Daoud,0.737,Oulad Daoud,0.737,Taounate,91.22670807453416,
826,Foum Anseur,Béni Mellal,Béni Mellal-Khénifra,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,91.24223602484471,
827,Foum anseur,Béni Mellal,Béni Mellal-Khénifra,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,91.25776397515529,
828,Fraoua,Sidi Kacem,Rabat-Salé-Kénitra,1,Zirara,0.5,Arbaoua,0.769,Larache,91.27329192546584,
829,Ghafsey,Taounate,Fès-Meknès,1,Ghafsai,0.714,Ghafsai,0.714,Taounate,91.2888198757764,
830,Ghiyata gharb,Taza,Fès-Meknès,1,Ghiata Al Gharbia,0.8,Ghiata Al Gharbia,0.8,Taza,91.30434782608695,
831,Bab Mrouje,Taza,Fès-Meknès,1,Bab Marzouka,0.727,Bab Marzouka,0.727,Taza,91.31987577639751,
832,Bab ramla,Taza,Fès-Meknès,1,Bab Marzouka,0.571,Bab Taza,0.706,Chefchaouen,91.33540372670808,
833,Bab tété,Ouarzazate,Drâa-Tafilalet,1,Télouet,0.4,Bab Berred,0.667,Chefchaouen,91.35093167701864,
834,Bab wandar,Taounate,Fès-Meknès,1,Jbabra,0.5,Bab Taza,0.667,Chefchaouen,91.36645962732919,
835,Fahs Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.667,Lahsasna,0.667,Berrechid,91.38198757763975,
836,Fahs anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.667,Lahsasna,0.667,Berrechid,91.3975155279503,
837,Far,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.429,Ifarni,0.667,Driouch,91.41304347826087,
838,El Qods,El Kelâa des Sraghna,Marrakech-Safi,1,El Marbouh,0.471,El Mers,0.571,Boulemane,91.42857142857143,
839,El Yasmine,Sidi Kacem,Rabat-Salé-Kénitra,1,Ain Jemaa,0.421,Lahsinate,0.632,Essaouira,91.44409937888199,
840,Oued kasaba,Taounate,Fès-Meknès,1,Oued Jemaa,0.667,Ouled Aissa,0.727,Taroudant,91.45962732919254,
841,Oued kassaba,Taounate,Fès-Meknès,1,Oued Jemaa,0.636,Ouled Aissa,0.783,Taroudant,91.4751552795031,
842,Oued laabid,Azilal,Béni Mellal-Khénifra,1,Agoudi N'Lkhair,0.538,Oued Naam,0.7,Errachidia,91.49068322981367,
843,Oughroud,Tinghir,Drâa-Tafilalet,1,Bou Azmou,0.471,Bouhouda,0.75,Taounate,91.50621118012423,
844,Ouidane,El Kelâa des Sraghna,Marrakech-Safi,1,Taouzint,0.533,Al Ouidane,0.824,Marrakech,91.52173913043478,
845,Amsernat,Agadir-Ida Ou Tanane,Souss-Massa,1,Tamri,0.462,Ternata,0.667,Zagora,91.53726708074534,
846,Anamer,Taroudant,Souss-Massa,1,Argana,0.5,Ameur,0.727,Salé,91.5527950310559,
847,Ouriaa,Béni Mellal,Béni Mellal-Khénifra,1,Afourar,0.615,Ourika,0.833,Al Haouz,91.56832298136646,
848,Ousikiss,Tinghir,Drâa-Tafilalet,1,Ouaklim,0.4,Boukhrisse,0.667,Béni Mellal,91.58385093167702,
849,Aruit,Nador,Oriental,1,Al Aroui,0.615,Targuist,0.769,Al Hoceïma,91.59937888198758,
850,As jbel oulia,Tinghir,Drâa-Tafilalet,1,Ferkla El Oulia,0.714,Ferkla El Oulia,0.714,Tinghir,91.61490683229813,
851,As s Gharbia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl El Gharbia,0.564,Had Al Gharbia,0.769,Tanger-Assilah,91.6304347826087,
852,Oulaayoune,Essaouira,Marrakech-Safi,1,Moulay Bouzarqtoune,0.621,Laâyoune,0.889,Laâyoune,91.64596273291926,
853,Oulad Jerrar,Tiznit,Souss-Massa,1,Ait Erkha,0.476,Oulad Zarrad,0.75,El Kelâa des Sraghna,91.66149068322981,
854,Oulad Tahar,Taounate,Fès-Meknès,1,Oulad Daoud,0.636,Oulad Amghar,0.87,Al Hoceïma,91.67701863354037,
855,Oulad allal,Meknès,Fès-Meknès,1,Ait Ouallal,0.636,Oulad Salah,0.818,Nouaceur,91.69254658385093,
856,Oulad-Boundar,Taounate,Fès-Meknès,1,Oulad Daoud,0.75,Oulad Moumna,0.8,Chichaoua,91.7080745341615,
857,"Oulad-Kadour,",Taounate,Fès-Meknès,1,Oulad Daoud,0.75,Oulad Mkoudou,0.769,Sefrou,91.72360248447205,
858,Oued Lahmer,Taza,Fès-Meknès,1,Oued Amlil,0.571,Oued Lakhdar,0.783,El Kelâa des Sraghna,91.73913043478261,
859,B.sidel,Nador,Oriental,1,Bni Sidel Jbel,0.571,Jbiel,0.667,El Kelâa des Sraghna,91.75465838509317,
860,B.sidel jbal,Nador,Oriental,1,Bni Sidel Jbel,0.769,Bni Sidel Jbel,0.769,Nador,91.77018633540372,
861,B/jbel,Nador,Oriental,1,Bni Sidel Jbel,0.6,Jbiel,0.727,El Kelâa des Sraghna,91.78571428571429,
862,BEN Maraaz,Meknès,Fès-Meknès,1,Aïn Orma,0.444,El Marsa,0.667,Laâyoune,91.80124223602485,
863,Quolla,Larache,Tanger-Tétouan-Al Hoceïma,1,Souk Tolba,0.5,Bni Quolla,0.75,Ouezzane,91.8167701863354,
864,R kheir,Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.5,Mers El Kheir,0.7,Skhirate-Témara,91.83229813664596,
865,"R,Kheir",Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.417,Khenifra,0.667,Khénifra,91.84782608695652,
866,Ras Aghil,Meknès,Fès-Meknès,1,Ras Ijerri,0.526,Ras Al Ain,0.632,Settat,91.86335403726709,
867,Ras Aghil,Sidi Kacem,Rabat-Salé-Kénitra,1,Taoughilt,0.556,Ras Al Ain,0.632,Settat,91.87888198757764,
868,Ras brouj,Settat,Casablanca-Settat,1,Machraa Ben Abbou,0.462,Ras Tabouda,0.7,Sefrou,91.8944099378882,
869,Oulad-Taher,Taounate,Fès-Meknès,1,Oulad Daoud,0.636,Oulad Amer,0.857,El Kelâa des Sraghna,91.90993788819875,
870,Ouled Hammou,Fquih Ben Salah,Béni Mellal-Khénifra,1,Ouled Bourahmoune,0.69,Oued Laou,0.762,Tétouan,91.92546583850931,
871,Ouled Jarrar,Tiznit,Souss-Massa,1,Ouijjane,0.4,Oulad Zarrad,0.75,El Kelâa des Sraghna,91.94099378881988,
872,Ouled Jirar,Tiznit,Souss-Massa,1,Ouijjane,0.316,Oued Jdida,0.762,Meknès,91.95652173913044,
873,Ouled aarfa,Taroudant,Souss-Massa,1,Ouled Aissa,0.727,Oulad Aarrad,0.783,El Kelâa des Sraghna,91.972049689441,
874,Ouled jameâ,Moulay Yacoub,Fès-Meknès,1,Oulad Mimoun,0.522,Oulad Amer,0.762,El Kelâa des Sraghna,91.98757763975155,
875,Oulkadi,Al Haouz,Marrakech-Safi,1,Ourika,0.615,Oualqadi,0.8,Taroudant,92.0031055900621,
876,Oum Rabii,Meknès,Fès-Meknès,1,Oualili,0.625,Oum Rabia,0.889,Khénifra,92.01863354037268,
877,Oum Rbie,Meknès,Fès-Meknès,1,Ouislane,0.5,Oum Rabia,0.824,Khénifra,92.03416149068323,
878,Ourbâa,Béni Mellal,Béni Mellal-Khénifra,1,Afourar,0.615,Ourdana,0.769,Driouch,92.04968944099379,
879,El bahri,Nador,Oriental,1,Al Aroui,0.625,El Aamria,0.706,El Kelâa des Sraghna,92.06521739130434,
880,El wahda,Taza,Fès-Meknès,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,92.0807453416149,
881,Elguenzra,Khemisset,Rabat-Salé-Kénitra,1,El Kansera,0.526,El Guerdane,0.6,Taroudant,92.09627329192547,
882,Elhajeb II,El Hajeb,Fès-Meknès,1,El Hajeb,0.778,El Hajeb,0.778,El Hajeb,92.11180124223603,
883,Elkodia,Taroudant,Souss-Massa,1,El Koudia El Beida,0.56,El Ksiba,0.667,Béni Mellal,92.12732919254658,
884,Eloualja,Taounate,Fès-Meknès,1,Khlalfa,0.533,Loulja,0.857,Fès,92.14285714285714,
885,Elqods,Guelmim,Guelmim-Oued Noun,1,Guelmim,0.308,Loulad,0.5,Khouribga,92.1583850931677,
886,Elwafae,Larache,Tanger-Tétouan-Al Hoceïma,1,Larache,0.143,Selfat,0.615,Sidi Kacem,92.17391304347827,
887,Ennakhil,Chichaoua,Marrakech-Safi,1,Ahdil,0.615,Ben Khlil,0.706,Tan-Tan,92.18944099378882,
888,Ennakhil,Ouarzazate,Drâa-Tafilalet,1,Taznakht,0.5,Ben Khlil,0.706,Tan-Tan,92.20496894409938,
889,Ess ville,Essaouira,Marrakech-Safi,1,Essaouira,0.444,Guers Tiaallaline,0.538,Errachidia,92.22049689440993,
890,Douar amghizide,Azilal,Béni Mellal-Khénifra,1,Zaouiat Ahansal,0.4,Oulad Amghar,0.593,Al Hoceïma,92.2360248447205,
891,Douar bni zgyiene,Taounate,Fès-Meknès,1,Bni Rzine,0.615,Bni Rzine,0.615,Taounate,92.25155279503106,
892,Q-Industriel,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.444,Tindine,0.526,Taroudant,92.26708074534162,
893,QUARTIER NAJMA RUE Espagne,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,1,Al Bahraoyine,0.256,Ait Naamane,0.486,El Hajeb,92.28260869565217,
894,Quartier Benkirane,Béni Mellal,Béni Mellal-Khénifra,1,Bni Zrantel,0.414,Hassi Berkane,0.581,Nador,92.29813664596273,
895,"S,A,Chrif",Sidi Kacem,Rabat-Salé-Kénitra,1,Taoughilt,0.333,Oulad Chrif,0.6,Taza,92.3136645962733,
896,"S,A,Ouhamed",Essaouira,Marrakech-Safi,1,Sidi H'Mad Ou Hamed,0.6,Bouhmame,0.632,Sidi Bennour,92.32919254658385,
897,"S,Abder",Taounate,Fès-Meknès,1,Jbabra,0.462,Sidi Jaber,0.588,Béni Mellal,92.34472049689441,
898,Rbat El khier,Sefrou,Fès-Meknès,1,Dar El Hamra,0.56,Rbaa El Fouki,0.692,Taza,92.36024844720497,
899,Remla,Larache,Tanger-Tétouan-Al Hoceïma,1,Khemis Sahel,0.353,Ermila,0.727,Boulemane,92.37577639751552,
900,Retba,Taounate,Fès-Meknès,1,Ratba,0.8,Ratba,0.8,Taounate,92.3913043478261,
901,Riad Kostani,Meknès,Fès-Meknès,1,Dar Oum Soltane,0.519,Had Kourt,0.571,Ouezzane,92.40683229813665,
902,Ribat El Kheir,Sefrou,Fès-Meknès,1,Dar El Hamra,0.538,Mers El Kheir,0.741,Skhirate-Témara,92.4223602484472,
903,Ribat El kheir,Sefrou,Fès-Meknès,1,Dar El Hamra,0.538,Mers El Kheir,0.741,Skhirate-Témara,92.43788819875776,
904,Rue 309 Hay Moulay Rachid,Taroudant,Souss-Massa,1,Oulad Berhil,0.432,Moulay Brahim,0.579,Al Haouz,92.45341614906832,
905,"Rue 516,Masdoura Inzgane",Inezgane-Aït Melloul,Souss-Massa,1,Inezgane,0.438,El Mansouria,0.5,Mohammedia,92.46894409937889,
906,S / K,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.462,Saka,0.571,Guercif,92.48447204968944,
907,S A El Hadi,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.471,Sidi Ahmed El Khadir,0.71,El Kelâa des Sraghna,92.5,
908,S H O hamdtidzi,Essaouira,Marrakech-Safi,1,Sidi H'Mad Ou Hamed,0.588,Sidi H'Mad Ou Hamed,0.588,Essaouira,92.51552795031056,
909,Albassatine,Meknès,Fès-Meknès,1,Mrhassiyine,0.545,Al Bahraoyine,0.667,Tanger-Assilah,92.53105590062111,
910,Pres de lecole 6 novombre,Fès,Fès-Meknès,1,Sidi Hrazem,0.167,Ras El Oued,0.222,Taounate,92.54658385093168,
911,S.H. M'ed,Taounate,Fès-Meknès,1,Sidi Haj M’hamed,0.5,Sidi Haj M’hamed,0.5,Taounate,92.56211180124224,
912,S.H.M'd,Taounate,Fès-Meknès,1,Ras El Oued,0.333,M'Diq,0.5,M'diq-Fnideq,92.5776397515528,
913,S.Sebt,Béni Mellal,Béni Mellal-Khénifra,1,Semguet,0.462,Assebbab,0.571,Guercif,92.59316770186335,
914,S/Abdelah Cherif,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Sidi Ahmed Cherif,0.667,Sidi Ahmed Cherif,0.667,Ouezzane,92.6086956521739,
915,S;Mokhfi,Taounate,Fès-Meknès,1,Sidi El Mokhfi,0.636,Sidi El Mokhfi,0.636,Taounate,92.62422360248448,
916,SI sidi yahya,Sidi Slimane,Rabat-Salé-Kénitra,1,Sidi Al Kamel,0.538,Khemis Sidi Yahya,0.8,Khemisset,92.63975155279503,
917,Alhouda Bloc B N° 545,Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.303,El Koudia El Beida,0.474,Taroudant,92.65527950310559,
918,Alqods,Taza,Fès-Meknès,1,Galdamane,0.4,Al Oued,0.615,Chefchaouen,92.67080745341615,
919,Alquds,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.5,Al Oued,0.615,Chefchaouen,92.6863354037267,
920,Alquods,Taza,Fès-Meknès,1,Galdamane,0.375,Aquermoud,0.625,Essaouira,92.70186335403727,
921,Alwafae,Larache,Tanger-Tétouan-Al Hoceïma,1,Larache,0.429,Ahlaf,0.667,Benslimane,92.71739130434783,
922,Amallal,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Amtar,0.5,Tamallalt,0.875,El Kelâa des Sraghna,92.73291925465838,
923,Amdnagh,Tinghir,Drâa-Tafilalet,1,Tinghir,0.429,Madagh,0.769,Berkane,92.74844720496894,
924,Amkhlij,Al Haouz,Marrakech-Safi,1,Assaki,0.462,Mkhalif,0.714,Safi,92.7639751552795,
925,S Y B A,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.444,Sidi M'Bark,0.556,Sidi Ifni,92.77950310559007,
926,"S,A,Benaissa",Sidi Kacem,Rabat-Salé-Kénitra,1,Mkansa,0.444,Sidi Ahmed Benaissa,0.645,Ouezzane,92.79503105590062,
927,Douar ouled salem ain gdah,Taounate,Fès-Meknès,1,Oued Jemaa,0.5,Dar Oulad Zidouh,0.571,Fquih Ben Salah,92.81055900621118,
928,Douar sidi saoud,Taounate,Fès-Meknès,1,Oulad Daoud,0.667,Ait Sidi Daoud,0.733,Marrakech,92.82608695652173,
929,Douar tarouate,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Teroual,0.476,Ouarzazate,0.667,Ouarzazate,92.8416149068323,
930,Douar tiaret bni frassen,Taza,Fès-Meknès,1,Oulad Chrif,0.343,Bni Frassen,0.629,Taounate,92.85714285714286,
931,Douar zrarda,Taounate,Fès-Meknès,1,Oulad Daoud,0.522,Zrarda,0.667,Taza,92.87267080745342,
932,Dr Lamharig,Sidi Kacem,Rabat-Salé-Kénitra,1,Zirara,0.353,Lamhara,0.667,Taroudant,92.88819875776397,
933,Dr Zhair Bouata,Sidi Kacem,Rabat-Salé-Kénitra,1,Zirara,0.476,Dar Bouazza,0.692,Casablanca,92.90372670807453,
934,Dr lagraa,Rehamna,Marrakech-Safi,1,Sidi Ali Labrahla,0.538,Dar Jamaa,0.667,Al Haouz,92.9192546583851,
935,Ehahane,Essaouira,Marrakech-Safi,1,El Hanchane,0.778,Zeghanghane,0.778,Nador,92.93478260869566,
936,El Bassatine,Meknès,Fès-Meknès,1,Mrhassiyine,0.522,El Bibane,0.667,Taounate,92.95031055900621,
937,El Hana,El Kelâa des Sraghna,Marrakech-Safi,1,El Aamria,0.625,El Hanchane,0.778,Essaouira,92.96583850931677,
938,Douar Ait Bousset,Chtouka-Aït Baha,Souss-Massa,1,Arbaa Aït Ahmed,0.5,Oulad Ali Youssef,0.706,Boulemane,92.98136645962732,
939,Douar Asserssif,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.286,Moulay Aissa Ben Driss,0.595,Azilal,92.9968944099379,
940,S.A.Elhadi,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.5,Sahel Chamali,0.609,Larache,93.01242236024845,
941,S.A.S,Essaouira,Marrakech-Safi,1,Meskala,0.333,Sfassif,0.5,Khemisset,93.027950310559,
942,S.Abderhma,Taounate,Fès-Meknès,1,Jbabra,0.5,Sidi Abdelkrim,0.583,Berrechid,93.04347826086956,
943,Sebt,Taroudant,Souss-Massa,1,Sidi Borja,0.286,Settat,0.6,Settat,93.05900621118012,
944,Sebt Bni Guerfet,Larache,Tanger-Tétouan-Al Hoceïma,1,Bni Garfett,0.667,Bni Garfett,0.667,Larache,93.07453416149069,
945,Sebt Kdim,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Karrich,0.4,Souk Kdim,0.667,Fahs-Anjra,93.09006211180125,
946,Sebt Lagfifat,Taroudant,Souss-Massa,1,Lakhnafif,0.455,Lagfifat,0.762,Chtouka-Aït Baha,93.1055900621118,
947,Sebt lgardane,Taroudant,Souss-Massa,1,El Guerdane,0.667,El Guerdane,0.667,Taroudant,93.12111801242236,
948,Sekour,Boulemane,Fès-Meknès,1,Missour,0.615,Nekkour,0.769,Al Hoceïma,93.13664596273291,
949,Sabati,Fès,Fès-Meknès,1,Louadaine,0.4,Rabat,0.727,Rabat,93.15217391304348,
950,Sahrij,Azilal,Béni Mellal-Khénifra,1,Aït Majden,0.375,Assahrij,0.857,El Kelâa des Sraghna,93.16770186335404,
951,Samsa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Saddina,0.5,Sgamna,0.727,Khouribga,93.1832298136646,
952,Sanit Rmel,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Sahtryine,0.421,Ait Ouribel,0.667,Khemisset,93.19875776397515,
953,Sarsar,Larache,Tanger-Tétouan-Al Hoceïma,1,Ksar Bjir,0.533,Smara,0.727,Es-Semara,93.21428571428571,
954,Sas,Essaouira,Marrakech-Safi,1,Meskala,0.4,Sfassif,0.6,Khemisset,93.22981366459628,
955,Sbt Lagfifat,Taroudant,Souss-Massa,1,Lakhnafif,0.476,Lagfifat,0.8,Chtouka-Aït Baha,93.24534161490683,
956,Ait s jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.571,Bni Sidel Jbel,0.667,Nador,93.26086956521739,
957,Ait sedrat jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.75,Ait Sedrate Jbel El Oulia,0.75,Tinghir,93.27639751552795,
958,Douar dar lakhchab,Moulay Yacoub,Fès-Meknès,1,Bouchabel,0.444,Oued Lakhdar,0.6,El Kelâa des Sraghna,93.2919254658385,
959,Douar Ibzazn,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Rouadi,0.444,Ouarzazate,0.636,Ouarzazate,93.30745341614907,
960,Douar Lazrak,Inezgane-Aït Melloul,Souss-Massa,1,Ouad Essafa,0.522,Dar El Hamra,0.667,Sefrou,93.32298136645963,
961,Douar Lhouari,Sidi Kacem,Rabat-Salé-Kénitra,1,Oulad Nouel,0.5,Dar Chaoui,0.696,Tanger-Assilah,93.33850931677019,
962,Douar Matil,Chichaoua,Marrakech-Safi,1,Oulad M'Rabet,0.583,Dar Jamaa,0.6,Al Haouz,93.35403726708074,
963,Douar Skhira moulay bouchta,Taounate,Fès-Meknès,1,Bni Bouchibet,0.4,Moulay Bouchta,0.683,Moulay Yacoub,93.3695652173913,
964,"Douar Tahchoucht, Tamraght",Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.308,Houara Oulad Raho,0.372,Guercif,93.38509316770187,
965,Douar ait ichout,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.387,Ait Ichou,0.72,Khemisset,93.40062111801242,
966,D.Irahalen,Ouarzazate,Drâa-Tafilalet,1,Siroua,0.375,Irohalen,0.778,Chichaoua,93.41614906832298,
967,D.Jihadia,Al Haouz,Marrakech-Safi,1,Sti Fadma,0.444,Bni Hadifa,0.632,Al Hoceïma,93.43167701863354,
968,Akch hsiya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.444,Lakhsas,0.588,Tiznit,93.4472049689441,
969,Akdim,Tinghir,Drâa-Tafilalet,1,Ouaklim,0.667,Aklim,0.8,Berkane,93.46273291925466,
970,Al Boustane,Meknès,Fès-Meknès,1,Dar Oum Soltane,0.692,Al Ouidane,0.762,Marrakech,93.47826086956522,
971,Al Wahda,Taza,Fès-Meknès,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,93.49378881987577,
972,Al masjid,Nador,Oriental,1,Al Aroui,0.588,Al Mahbass,0.632,Assa-Zag,93.50931677018633,
973,Al qods,Nador,Oriental,1,Al Aroui,0.533,Al Oued,0.714,Chefchaouen,93.5248447204969,
974,Al qods,Taza,Fès-Meknès,1,Bab Boudir,0.471,Al Oued,0.714,Chefchaouen,93.54037267080746,
975,SidiAhmed Tadli,Sefrou,Fès-Meknès,1,Sidi Youssef Ben Ahmed,0.486,Sidi Ahmed El Khadir,0.743,El Kelâa des Sraghna,93.55590062111801,
976,Smd,Chichaoua,Marrakech-Safi,1,Saidate,0.4,Smià,0.571,Taza,93.57142857142857,
977,Sidi Abdellah Rhamna,Settat,Casablanca-Settat,1,Sidi Abdelkhaleq,0.667,Sidi Abdallah Ghiat,0.769,Marrakech,93.58695652173913,
978,Sidi Ahmed Tadli,Sefrou,Fès-Meknès,1,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,93.6024844720497,
979,Sidi Ahmed Zerrouk,Taza,Fès-Meknès,1,Bab Marzouka,0.4,Sidi Ahmed Cherif,0.743,Ouezzane,93.61801242236025,
980,Sidi Amer,Meknès,Fès-Meknès,1,Nzala Bni Ammar,0.417,Sidi Amar,0.889,Khénifra,93.63354037267081,
981,Sidi Amer Hadi,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.583,Sidi Ameur Al Hadi,0.875,Ouezzane,93.64906832298136,
982,Sidi Brahim,Fès,Fès-Meknès,1,Sidi Hrazem,0.727,Sidi Borja,0.762,Taroudant,93.66459627329192,
983,Sidi Driss,El Kelâa des Sraghna,Marrakech-Safi,1,Sidi Moussa,0.667,Sidi Aissa,0.8,Safi,93.68012422360249,
984,Sidi Ghayat,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.636,Sidi Aayad,0.762,Midelt,93.69565217391305,
985,Aity wassif,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.818,Ait Ouassif,0.818,Tinghir,93.7111801242236,
986,Douar Bahi,Azilal,Béni Mellal-Khénifra,1,Zaouiat Ahansal,0.48,Moulay Brahim,0.696,Al Haouz,93.72670807453416,
987,Douar Bouzgar Sidi Boushab,Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.372,Sidi Boushab,0.632,Chtouka-Aït Baha,93.74223602484471,
988,Douar Chaoui Onarqui,El Kelâa des Sraghna,Marrakech-Safi,1,Oulad Cherki,0.438,Dar Chaoui,0.667,Tanger-Assilah,93.75776397515529,
989,Douar Elhomane,Inezgane-Aït Melloul,Souss-Massa,1,Ouad Essafa,0.48,Oulad El Garne,0.643,El Kelâa des Sraghna,93.77329192546584,
990,Douar Elmchaâ oudka,Taounate,Fès-Meknès,1,Ras El Oued,0.533,Dar Chaoui,0.621,Tanger-Assilah,93.7888198757764,
991,TAOUNATEDouar,Taounate,Fès-Meknès,1,Taounate,0.762,Taounate,0.762,Taounate,93.80434782608695,
992,Tabarante,Taounate,Fès-Meknès,1,Tafrant,0.75,Targante,0.824,Essaouira,93.81987577639751,
993,Tabarrant,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Chakran,0.5,Tabant,0.8,Azilal,93.83540372670808,
994,Tabolkhirte,Tinghir,Drâa-Tafilalet,1,Tinghir,0.444,Taourirt,0.632,Taourirt,93.85093167701864,
995,Tabrent,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Targuist,0.533,Tabant,0.769,Azilal,93.86645962732919,
996,Sidi Khyar,Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.667,Sidi Amar,0.737,Khénifra,93.88198757763975,
997,Sidi Mbraek,Sidi Ifni,Guelmim-Oued Noun,1,Sidi M'Bark,0.818,Sidi M'Bark,0.818,Sidi Ifni,93.8975155279503,
998,Sidi Yahia,Taounate,Fès-Meknès,1,Sidi El Mokhfi,0.583,Sidi Aissa,0.8,Safi,93.91304347826087,
999,Sidi Yahya,Sidi Slimane,Rabat-Salé-Kénitra,1,Sidi Al Kamel,0.609,Sidi Yahya Zaer,0.8,Skhirate-Témara,93.92857142857143,
1000,Sidi ahmed Tadeli,Sefrou,Fès-Meknès,1,Sidi Youssef Ben Ahmed,0.513,Sidi Ahmed Ou Abdellah,0.769,Taroudant,93.94409937888199,
1001,Sidi boujida,Fès,Fès-Meknès,1,Ain Bida,0.6,Sidi Bouhria,0.833,Berkane,93.95962732919254,
1002,Sidi ghiate,Al Haouz,Marrakech-Safi,1,Ghmate,0.588,Sidi Ghanem,0.818,Chichaoua,93.9751552795031,
1003,Sidi khyar,Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.667,Sidi Amar,0.737,Khénifra,93.99068322981367,
1004,Sidi ouabdellah,Taroudant,Souss-Massa,1,Sidi Ahmed Ou Abdellah,0.811,Sidi Bouabdelli,0.867,Tiznit,94.00621118012423,
